Name,Weight1,Weight2,Weight3,Weight4,Dtype
text_transformer.tok_embeddings.weight,1.1920928955078125e-06,-1.7881393432617188e-06,-4.291534423828125e-06,7.987022399902344e-06,torch.bfloat16
text_transformer.layers.0.attention.wq.weight,-0.005950927734375,-0.01458740234375,-0.0020904541015625,0.00101470947265625,torch.bfloat16
text_transformer.layers.0.attention.wk.weight,-0.0155029296875,0.0078125,-0.0010528564453125,0.00592041015625,torch.bfloat16
text_transformer.layers.0.attention.wv.weight,-3.147125244140625e-05,-0.0023345947265625,0.002655029296875,0.00494384765625,torch.bfloat16
text_transformer.layers.0.attention.wo.weight,8.869171142578125e-05,-0.0023040771484375,0.00439453125,-0.0054931640625,torch.bfloat16
text_transformer.layers.0.feed_forward.w1.weight,0.017333984375,0.0172119140625,0.0286865234375,-0.0126953125,torch.bfloat16
text_transformer.layers.0.feed_forward.w2.weight,0.005035400390625,-0.0130615234375,0.0096435546875,-0.0087890625,torch.bfloat16
text_transformer.layers.0.feed_forward.w3.weight,0.001129150390625,-0.0291748046875,0.01556396484375,-0.01312255859375,torch.bfloat16
text_transformer.layers.0.ffn_norm.weight,0.05078125,0.052490234375,0.0498046875,0.045654296875,torch.bfloat16
text_transformer.layers.0.attention_norm.weight,0.02978515625,0.0140380859375,0.0030975341796875,0.01312255859375,torch.bfloat16
text_transformer.layers.1.attention.wq.weight,-0.01336669921875,0.008056640625,-0.03857421875,0.01055908203125,torch.bfloat16
text_transformer.layers.1.attention.wk.weight,-0.0247802734375,-0.003387451171875,0.038818359375,-0.0157470703125,torch.bfloat16
text_transformer.layers.1.attention.wv.weight,0.00799560546875,-0.00799560546875,-0.003662109375,0.005706787109375,torch.bfloat16
text_transformer.layers.1.attention.wo.weight,0.004547119140625,-0.0186767578125,0.01385498046875,-0.003570556640625,torch.bfloat16
text_transformer.layers.1.feed_forward.w1.weight,0.0277099609375,-0.00909423828125,0.037109375,-0.004241943359375,torch.bfloat16
text_transformer.layers.1.feed_forward.w2.weight,0.00836181640625,0.00946044921875,0.0537109375,0.00689697265625,torch.bfloat16
text_transformer.layers.1.feed_forward.w3.weight,0.00151824951171875,0.03515625,-0.0159912109375,0.0216064453125,torch.bfloat16
text_transformer.layers.1.ffn_norm.weight,0.099609375,0.099609375,0.09619140625,0.0947265625,torch.bfloat16
text_transformer.layers.1.attention_norm.weight,0.1123046875,0.109375,0.0986328125,0.11181640625,torch.bfloat16
text_transformer.layers.2.attention.wq.weight,-0.0250244140625,-0.0086669921875,0.007110595703125,0.01513671875,torch.bfloat16
text_transformer.layers.2.attention.wk.weight,-0.002349853515625,0.00982666015625,-0.007232666015625,0.013671875,torch.bfloat16
text_transformer.layers.2.attention.wv.weight,-0.00506591796875,0.000431060791015625,0.0218505859375,-0.0003986358642578125,torch.bfloat16
text_transformer.layers.2.attention.wo.weight,0.0001697540283203125,0.0157470703125,0.008544921875,0.017578125,torch.bfloat16
text_transformer.layers.2.feed_forward.w1.weight,0.007293701171875,0.0238037109375,-0.0115966796875,0.0078125,torch.bfloat16
text_transformer.layers.2.feed_forward.w2.weight,0.00830078125,0.0135498046875,0.033447265625,-0.015625,torch.bfloat16
text_transformer.layers.2.feed_forward.w3.weight,0.0022735595703125,-0.002105712890625,0.013916015625,0.0145263671875,torch.bfloat16
text_transformer.layers.2.ffn_norm.weight,0.1337890625,0.1376953125,0.134765625,0.1318359375,torch.bfloat16
text_transformer.layers.2.attention_norm.weight,0.171875,0.17578125,0.1728515625,0.17578125,torch.bfloat16
text_transformer.layers.3.attention.wq.weight,0.006805419921875,0.0133056640625,-0.0003032684326171875,-0.01202392578125,torch.bfloat16
text_transformer.layers.3.attention.wk.weight,0.00927734375,-0.0081787109375,-0.0057373046875,-0.0286865234375,torch.bfloat16
text_transformer.layers.3.attention.wv.weight,-0.00107574462890625,0.010498046875,-0.004852294921875,0.00274658203125,torch.bfloat16
text_transformer.layers.3.attention.wo.weight,-0.0291748046875,0.0079345703125,-0.016845703125,-0.0028533935546875,torch.bfloat16
text_transformer.layers.3.feed_forward.w1.weight,-0.004425048828125,-0.01263427734375,-0.0185546875,-0.0162353515625,torch.bfloat16
text_transformer.layers.3.feed_forward.w2.weight,-0.00128936767578125,-0.006866455078125,0.00677490234375,-0.0035400390625,torch.bfloat16
text_transformer.layers.3.feed_forward.w3.weight,-0.00933837890625,0.013916015625,0.006561279296875,0.025634765625,torch.bfloat16
text_transformer.layers.3.ffn_norm.weight,0.173828125,0.171875,0.16796875,0.1650390625,torch.bfloat16
text_transformer.layers.3.attention_norm.weight,0.279296875,0.279296875,0.279296875,0.3046875,torch.bfloat16
text_transformer.layers.4.attention.wq.weight,-0.0167236328125,0.003326416015625,-0.001922607421875,-0.005096435546875,torch.bfloat16
